,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target
313,1,1,2,0,0,0,3,1,3,0,2,2,1,0,1,0,1,0,0,0,2
314,2,0,2,0,3,4,1,0,2,0,1,0,3,2,1,0,1,1,0,1,1
315,0,6,1,3,5,0,4,3,2,0,3,2,4,0,1,0,2,0,0,0,2
316,0,1,2,3,0,0,2,1,2,2,2,1,6,2,1,0,1,1,0,0,1
317,1,4,2,3,7,4,2,0,1,0,3,1,8,2,1,0,1,0,1,0,1
318,3,1,4,7,0,0,2,3,2,0,1,2,4,2,1,1,2,0,0,0,1
319,0,2,3,3,7,0,4,0,1,0,3,1,2,2,1,1,1,0,0,0,1
320,1,5,4,0,7,0,0,3,3,0,1,2,2,2,1,1,3,0,0,0,2
321,0,4,2,4,4,0,1,3,0,0,2,1,4,2,1,0,2,0,0,0,2
322,0,4,2,1,6,0,3,1,2,0,0,3,5,2,2,0,3,0,1,0,1
323,0,3,2,3,5,3,2,3,2,0,1,2,2,2,1,0,2,0,0,0,1
324,3,3,4,0,1,0,2,3,1,0,2,0,5,2,1,1,2,0,0,0,1
325,0,0,4,0,6,0,3,0,2,0,3,0,6,2,1,1,1,0,0,1,1
326,3,1,4,3,8,4,4,1,2,0,3,1,8,2,0,0,2,0,1,0,1
327,3,4,2,0,3,3,3,3,1,0,2,2,5,2,1,0,2,1,1,0,1
328,2,6,2,4,7,0,4,3,2,0,1,2,4,2,1,0,2,0,0,0,1
329,1,0,2,4,1,0,4,3,2,0,3,2,2,2,1,0,2,1,0,0,1
330,0,4,4,1,8,0,0,1,2,0,3,3,9,2,2,1,3,0,1,0,1
331,3,3,4,7,3,1,2,3,1,0,1,0,3,2,1,1,2,0,0,0,2
332,1,7,2,0,9,1,1,3,1,0,1,1,1,2,1,0,3,0,0,0,2
333,3,7,4,1,9,1,2,1,1,0,3,2,1,0,0,1,1,0,0,0,2
334,0,4,0,3,7,0,4,2,2,0,3,3,0,0,0,1,2,1,0,0,2
335,0,0,4,3,6,0,2,0,0,0,3,0,7,2,0,0,3,0,1,0,2
336,1,2,2,4,4,0,1,1,1,2,3,1,0,2,1,0,1,0,0,0,1
337,0,2,2,5,2,4,2,3,1,0,1,2,1,2,0,0,2,0,0,0,2
338,0,4,2,3,7,0,2,3,2,0,3,1,2,2,1,0,2,0,0,0,1
339,1,1,2,3,3,0,2,3,0,0,1,2,4,2,1,0,1,0,0,0,1
340,1,4,4,7,8,0,1,1,1,0,3,3,1,2,2,1,2,0,1,0,1
341,0,4,2,3,7,0,3,0,1,0,3,2,1,2,0,0,1,0,0,0,1
342,1,3,2,4,6,2,1,0,3,0,2,0,1,2,0,0,2,0,0,0,1
343,1,3,2,9,7,0,4,0,2,1,0,0,4,0,1,0,3,0,1,0,1
344,2,1,2,0,7,0,1,0,2,2,0,1,6,2,1,0,1,1,0,0,1
345,3,2,4,4,2,0,2,3,1,0,1,2,7,2,1,0,1,0,0,0,1
346,1,2,4,4,0,0,1,3,2,2,3,0,0,2,1,1,2,0,0,0,1
347,1,4,2,4,7,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,1
348,3,0,3,9,3,1,2,0,2,0,1,0,5,2,1,1,1,0,0,0,1
349,1,0,4,7,1,3,4,3,2,0,2,3,4,2,2,1,2,1,0,0,2
350,3,0,2,5,1,0,1,0,1,0,3,0,0,2,0,0,2,0,1,0,1
351,1,0,2,3,1,0,2,0,1,0,1,2,3,2,1,0,2,0,0,1,2
352,3,3,4,1,6,4,0,1,2,0,3,3,6,2,1,0,3,0,1,0,1
353,0,1,0,4,8,0,2,3,2,0,1,1,2,2,0,1,2,0,1,0,2
354,3,1,2,7,0,2,4,3,2,0,3,3,8,2,2,0,2,0,1,0,1
355,1,4,2,0,1,0,1,3,2,0,1,0,0,1,1,0,1,0,0,0,2
356,3,1,4,4,5,4,4,0,2,1,3,0,8,2,1,0,2,0,1,0,1
357,3,6,3,4,7,0,2,3,2,0,1,2,1,2,1,1,3,0,1,0,2
358,3,1,2,4,0,0,2,3,3,0,1,0,2,2,1,0,2,0,0,0,1
359,0,5,2,3,5,0,3,3,1,0,3,0,0,2,0,0,2,0,0,0,2
360,1,3,2,7,1,4,2,3,2,0,3,3,9,2,2,0,2,0,0,0,1
361,2,1,2,4,6,4,4,1,2,0,2,2,6,2,1,0,3,0,0,0,1
362,2,1,3,0,4,0,2,1,1,0,1,2,5,1,1,1,2,0,1,0,1
363,3,0,2,3,3,0,2,0,3,0,1,1,0,2,0,0,2,0,0,0,1
364,0,3,2,3,5,0,0,3,2,0,0,2,1,2,1,0,0,0,0,0,2
365,3,1,2,9,3,0,3,1,2,0,3,2,5,2,1,0,2,0,1,0,1
366,3,3,4,1,7,0,3,2,2,0,0,2,2,2,1,1,2,0,0,0,1
367,0,3,2,3,7,0,1,0,1,0,3,2,0,2,0,0,2,0,0,0,1
368,0,6,2,3,6,0,4,3,2,0,1,2,7,2,1,0,2,1,0,0,2
369,1,3,2,3,6,0,3,1,1,0,3,0,7,2,0,0,2,0,0,0,1
370,3,6,2,0,6,4,2,3,2,0,3,0,5,2,1,0,2,0,0,0,1
371,3,3,4,4,8,0,4,2,2,0,3,2,4,2,1,1,2,0,1,0,1
372,3,1,4,3,4,0,1,0,1,0,2,0,0,2,0,1,2,0,0,0,1
373,3,7,4,0,9,4,4,1,2,0,3,3,9,0,2,0,3,0,1,0,1
374,1,7,1,2,9,1,4,2,1,0,3,3,9,0,2,1,3,0,1,0,2
375,0,7,1,9,9,0,3,1,1,2,3,2,6,2,0,0,2,0,0,0,2
376,3,3,3,4,5,0,0,1,3,0,2,0,5,2,1,1,2,0,0,0,1
377,3,0,3,4,0,4,4,2,2,0,3,3,5,2,2,0,2,0,0,0,1
378,1,6,2,0,9,0,4,3,2,0,1,3,9,2,2,0,3,0,1,0,2
379,3,0,4,0,0,1,2,3,1,0,3,2,8,2,1,1,1,0,0,0,1
380,0,4,2,3,4,4,3,3,2,0,3,2,6,2,1,0,2,0,1,0,1
381,1,3,2,1,9,0,0,2,1,0,3,3,6,2,2,0,3,0,1,0,2
382,3,4,2,0,2,4,3,3,1,0,3,1,1,2,0,0,2,0,0,0,1
383,2,1,2,0,2,0,1,3,2,0,0,0,1,2,1,0,2,0,0,0,1
384,3,5,3,9,7,1,2,1,2,0,1,1,1,2,1,1,1,0,0,0,1
385,3,3,4,4,4,0,2,1,1,0,0,2,1,2,1,1,2,0,0,0,1
386,3,3,2,4,1,4,1,3,1,0,1,0,0,2,0,0,2,0,1,0,1
387,1,3,4,3,9,0,0,3,2,0,3,1,7,1,1,1,3,0,1,0,1
388,1,2,4,9,5,2,2,1,2,0,3,2,2,0,1,0,2,0,0,0,1
389,3,0,2,9,2,0,3,2,1,0,1,2,2,2,1,1,2,0,0,0,1
390,3,3,2,0,3,0,2,1,3,0,1,1,3,2,1,0,3,0,1,0,1
391,1,1,2,3,1,3,1,0,1,0,3,0,0,2,0,0,1,0,0,0,1
392,0,6,2,0,6,0,3,1,2,0,3,3,6,0,2,0,3,1,1,0,1
393,0,0,4,4,4,0,3,0,1,0,3,2,4,2,1,0,2,0,0,0,1
394,3,0,4,3,5,0,0,1,2,0,2,2,4,2,1,0,3,0,0,0,1
395,1,7,3,7,9,1,3,1,2,0,2,3,4,2,0,0,2,0,1,0,1
396,0,1,2,3,5,0,0,2,1,0,3,3,9,2,2,0,3,0,0,0,1
397,0,6,4,3,5,0,2,2,3,0,1,1,8,2,1,1,2,0,1,0,1
398,1,1,2,0,1,0,4,0,0,0,0,0,8,2,0,1,2,0,0,0,2
399,3,4,4,4,3,3,2,3,1,0,0,0,7,2,1,1,1,0,0,0,1
400,3,3,2,4,2,0,1,2,3,0,3,0,6,2,1,0,2,0,1,0,1
401,1,3,4,9,3,4,2,3,3,0,3,0,2,0,1,1,2,0,0,0,1
402,3,4,3,9,9,0,1,1,2,0,1,2,2,0,1,1,2,0,1,0,2
403,3,2,3,0,0,0,2,3,2,0,1,2,2,2,1,1,1,0,0,0,1
404,1,3,3,0,6,4,4,3,2,0,3,2,7,2,1,0,2,1,0,0,1
405,1,4,2,4,4,0,1,0,3,0,0,1,0,2,1,0,2,0,1,0,2
406,3,4,4,1,4,4,3,3,2,0,3,2,7,2,1,1,2,1,1,0,1
407,0,2,2,4,1,0,1,3,3,0,1,0,2,2,1,0,2,0,0,1,1
408,3,4,2,4,6,2,4,2,0,0,1,2,1,2,1,0,3,0,1,0,1
409,2,1,4,0,1,2,3,3,3,0,1,0,2,2,1,2,2,0,1,0,2
410,1,4,2,4,4,0,4,3,1,0,3,2,0,2,1,0,2,0,1,0,1
411,3,6,4,1,9,0,3,2,2,0,1,2,5,2,1,1,3,0,1,0,1
412,3,1,4,9,4,0,0,3,2,0,1,2,7,1,1,1,3,0,1,0,2
413,3,1,2,0,3,2,2,2,2,0,1,3,7,2,0,0,1,1,0,1,1
414,0,4,2,0,2,4,2,3,1,0,1,1,5,2,1,0,2,0,0,0,2
415,3,6,4,1,8,0,4,1,2,0,1,1,5,2,1,1,2,1,1,0,1
416,0,1,2,0,5,0,1,3,2,0,0,0,4,2,1,0,1,1,0,0,2
417,0,3,3,7,9,4,2,0,1,0,1,2,0,2,0,1,2,0,1,0,1
418,3,4,2,0,5,2,3,0,1,0,1,2,4,0,1,0,3,0,0,0,1
419,1,3,2,0,1,4,2,3,1,0,1,1,4,2,1,0,2,0,0,0,2
420,3,2,2,0,6,3,3,1,1,0,2,2,0,2,0,0,2,0,0,0,1
421,1,1,2,1,4,4,2,3,2,0,1,2,3,2,1,0,2,0,0,0,1
422,1,1,4,0,1,0,3,1,2,0,2,0,8,2,1,1,1,1,0,0,1
423,3,4,3,3,3,1,3,3,2,0,2,0,5,2,1,1,3,0,0,0,1
424,1,1,2,3,5,4,4,0,1,0,1,1,1,0,1,0,2,0,1,0,2
425,1,3,2,1,5,0,2,0,3,0,2,2,0,2,0,0,2,0,1,0,1
426,3,5,4,4,5,0,4,3,2,0,1,2,3,2,1,1,2,0,0,0,1
427,3,3,4,4,1,3,2,3,2,0,2,0,8,2,1,1,2,0,0,0,1
428,3,0,2,3,2,0,4,0,2,0,3,2,0,2,1,0,2,0,0,0,1
429,0,3,4,6,1,0,0,1,1,0,3,3,9,2,2,2,0,1,0,0,2
430,3,0,2,9,6,0,3,0,2,0,3,0,9,2,1,0,1,0,0,0,1
431,1,4,2,2,9,0,2,1,2,1,2,2,3,0,1,1,3,0,1,0,2
432,0,0,4,3,3,0,0,3,2,0,3,3,5,2,2,2,3,0,1,0,1
433,3,4,4,6,4,0,2,3,0,0,1,0,4,2,1,1,2,0,1,0,1
434,0,0,2,3,4,0,2,2,2,0,1,0,1,2,1,0,2,0,0,0,1
435,1,1,2,4,3,4,2,1,3,0,0,0,1,2,1,0,2,0,1,0,2
436,3,0,2,6,0,2,3,1,3,0,3,0,0,2,0,0,1,0,0,0,1
437,3,4,4,0,2,3,4,3,1,0,3,0,6,2,1,1,2,0,1,0,1
438,0,7,4,6,6,0,0,3,2,1,3,2,9,2,1,1,0,0,0,0,1
439,2,1,1,9,0,0,1,3,1,0,0,0,1,2,1,0,0,0,0,0,2
440,3,1,2,0,3,0,4,3,2,0,3,2,6,2,1,0,3,0,1,0,1
441,0,1,2,3,3,0,2,1,1,1,2,1,3,2,1,0,2,0,0,0,1
442,1,4,3,2,5,0,2,1,2,0,2,2,3,0,1,1,2,0,1,0,1
443,3,1,2,7,0,0,4,3,2,0,3,2,7,0,1,0,1,1,0,0,2
444,1,7,4,3,8,0,2,1,1,0,2,2,3,2,1,0,3,0,1,0,2
445,3,0,4,7,1,4,4,3,1,0,3,1,7,2,0,1,1,0,0,0,1
446,0,6,2,0,3,0,1,3,1,0,3,2,5,2,1,0,2,0,1,0,2
447,1,0,2,4,5,0,2,1,2,2,1,0,5,2,1,0,2,0,0,0,1
448,2,1,2,3,2,4,4,2,1,0,3,0,9,2,1,0,3,0,1,0,1
449,1,2,3,6,3,3,2,2,3,0,2,1,9,1,1,1,2,0,0,0,2
450,3,6,4,1,9,4,2,3,2,0,1,2,3,2,1,0,3,0,1,0,1
451,3,0,2,4,0,0,2,2,1,0,0,0,3,2,1,0,2,0,0,0,1
452,3,1,0,3,5,0,4,1,2,0,3,1,5,2,1,1,2,0,0,0,1
453,3,4,2,1,5,0,4,3,2,0,3,2,5,2,1,0,3,0,1,0,1
454,0,4,2,0,8,0,3,1,2,1,2,1,4,2,1,0,2,0,1,0,2
455,3,4,2,1,5,0,1,3,1,0,0,3,3,2,1,0,3,0,1,0,1
456,0,1,4,0,7,0,2,1,2,0,1,0,5,2,0,1,2,1,0,0,1
457,0,1,2,1,6,0,4,2,2,0,3,3,5,2,2,0,2,0,1,0,2
458,0,0,2,5,0,0,1,3,1,0,0,0,2,2,1,0,2,0,0,0,1
459,3,3,2,4,7,0,1,2,2,0,1,2,4,2,1,0,2,0,1,0,1
460,0,6,2,3,7,0,2,0,2,2,1,1,6,2,1,0,2,1,0,0,1
461,0,2,2,0,3,0,1,1,2,0,2,0,5,2,1,0,2,0,0,0,1
462,1,1,2,3,6,0,1,2,1,0,0,0,5,2,0,0,3,0,0,0,1
463,1,1,2,8,0,4,4,3,2,0,3,1,6,2,1,1,2,0,0,0,1
464,3,3,2,9,4,0,3,3,2,0,0,2,5,1,1,1,2,0,1,0,1
465,0,4,2,1,6,0,2,2,2,2,3,3,9,0,1,0,2,1,1,0,1
466,0,4,3,4,3,0,1,3,1,0,1,2,3,2,0,0,1,0,1,0,2
467,3,7,3,4,9,4,4,2,2,0,2,2,4,0,1,1,2,1,0,0,1
468,3,6,3,9,5,0,2,1,1,0,1,2,1,2,1,1,2,0,1,0,1
469,3,4,3,1,7,0,3,2,2,0,2,2,5,2,1,1,1,0,1,0,1
470,1,4,2,4,6,1,1,2,3,0,1,2,0,2,0,0,2,0,1,0,2
471,0,0,2,7,0,0,1,3,1,0,3,1,0,2,1,0,2,0,0,0,2
472,0,0,2,0,0,0,2,3,2,0,2,2,2,2,1,0,1,0,0,0,2
473,3,0,2,8,1,4,0,3,2,0,3,1,5,2,1,0,3,1,1,0,1
474,1,3,4,4,1,0,2,3,3,0,1,2,4,2,1,0,2,0,0,0,2
475,0,3,0,3,6,0,1,0,1,0,3,1,1,2,0,0,2,0,0,0,2
476,3,7,2,1,5,2,2,3,2,0,3,2,1,2,1,0,2,0,0,0,1
477,2,4,2,4,8,0,3,3,2,0,1,2,1,0,1,0,2,0,0,0,1
478,1,1,2,9,1,1,3,2,2,0,3,0,6,2,1,0,1,0,0,0,1
479,0,2,4,3,2,0,4,3,2,0,3,2,7,2,1,1,2,1,1,0,1
480,1,1,4,4,6,0,2,0,1,0,0,0,0,2,1,0,1,0,0,0,1
481,1,4,2,0,1,0,1,3,2,0,0,1,1,2,1,0,2,0,0,0,1
482,0,5,2,3,7,3,4,3,1,0,3,1,9,2,0,1,2,0,1,0,1
483,3,2,3,3,1,3,3,2,1,0,1,1,3,2,1,1,2,0,0,0,1
484,3,1,4,0,1,2,2,3,2,0,3,0,7,2,1,0,2,0,1,0,1
485,1,0,3,0,1,0,0,3,2,0,3,1,8,2,1,0,3,0,1,0,2
486,3,1,2,4,6,0,2,1,2,0,3,2,8,2,1,0,2,0,1,0,1
487,3,4,2,0,7,0,4,3,1,1,3,3,9,2,2,0,2,0,1,0,1
488,3,1,2,0,2,1,2,2,2,0,1,0,5,2,0,0,1,0,0,1,1
489,3,0,2,0,6,0,2,1,2,2,2,1,1,2,0,0,2,0,0,0,1
490,3,1,4,4,4,0,4,1,2,0,1,3,1,2,1,1,2,0,0,0,1
491,1,5,0,9,9,0,4,1,1,0,3,3,7,2,2,1,3,0,1,0,2
492,3,0,4,4,1,1,2,0,1,0,0,1,2,2,1,1,2,0,0,0,1
493,1,0,2,4,0,4,4,3,2,0,3,1,6,2,1,0,2,0,0,0,1
494,0,1,4,0,4,0,2,2,2,0,1,0,6,2,0,1,1,1,0,1,1
495,0,4,2,3,6,4,2,1,3,0,3,2,0,2,1,0,2,0,0,0,2
496,1,6,2,3,9,1,1,3,2,1,0,3,3,2,0,0,3,0,1,0,2
497,3,4,4,3,3,0,3,3,2,0,2,1,7,2,1,1,2,0,0,0,1
498,1,3,2,4,2,0,4,3,3,2,1,0,4,2,1,0,1,0,0,0,1
499,2,0,4,0,2,1,4,1,0,0,3,2,2,2,1,1,2,1,1,0,1
500,0,4,2,0,6,0,1,3,1,0,0,1,2,2,1,0,2,0,0,0,2
501,0,6,2,1,8,0,4,1,2,0,3,3,7,2,2,0,2,1,0,0,1
502,2,0,2,4,1,1,4,1,0,0,3,0,8,2,1,0,2,0,0,0,1
503,1,4,4,4,1,1,1,3,2,0,3,3,6,0,1,1,2,1,0,0,2
504,0,4,2,0,1,0,1,3,1,0,3,1,1,2,0,0,2,0,0,0,2
505,3,1,2,0,2,4,2,3,2,2,3,1,2,2,1,0,1,0,0,0,2
506,2,2,4,1,5,2,2,1,2,0,1,2,5,2,1,0,2,0,1,0,1
507,1,2,1,0,8,1,0,0,2,0,1,1,5,2,1,0,3,1,1,0,2
508,3,4,2,4,2,0,2,3,3,0,1,1,2,2,1,0,2,0,0,0,1
509,3,7,2,1,9,1,4,3,2,0,1,2,7,2,1,0,3,0,1,0,1
510,0,1,2,0,0,0,3,3,2,0,1,0,1,2,1,0,2,0,0,0,2
511,3,6,2,1,7,0,2,1,2,0,1,3,4,2,2,0,3,0,1,0,1
512,2,2,2,9,5,0,3,1,2,0,3,1,1,2,0,0,2,0,1,0,1
513,1,1,3,4,0,0,2,3,3,1,3,0,0,2,0,1,2,0,0,0,1
514,3,4,2,0,4,4,1,3,2,0,0,1,9,2,1,0,2,0,0,0,1
515,0,0,4,0,0,0,3,3,1,0,2,1,6,2,1,1,2,0,0,1,1
516,0,0,4,0,2,0,1,1,2,0,3,0,7,2,1,0,1,1,0,1,1
517,3,6,4,3,8,0,1,1,1,0,3,1,0,2,0,1,2,0,1,0,2
518,0,0,2,0,1,1,4,2,2,0,1,1,7,2,1,0,2,0,1,0,1
519,3,0,4,4,0,4,4,3,2,0,3,3,5,2,2,1,2,0,0,0,1
520,3,4,4,6,8,0,4,2,2,0,3,3,7,2,2,1,2,0,0,0,1
521,0,3,2,4,6,0,2,1,1,0,1,0,1,2,1,0,2,0,0,0,2
522,0,7,0,3,8,0,2,2,2,0,3,3,9,2,2,1,2,1,0,0,2
523,3,4,2,1,6,1,3,2,1,0,3,2,0,2,1,0,2,0,0,0,1
524,1,3,2,4,1,0,2,3,1,2,3,0,1,2,1,0,1,1,0,0,1
525,1,5,2,1,9,0,1,1,2,0,2,2,3,2,1,1,2,0,0,0,1
526,3,2,4,7,3,1,2,3,1,0,2,2,4,2,1,0,2,0,0,0,1
527,3,0,4,4,3,0,3,1,2,0,0,0,7,2,1,1,1,1,0,0,1
528,0,6,2,4,4,0,2,3,0,0,3,2,4,2,0,0,2,0,0,0,2
529,0,0,2,0,0,0,1,2,2,0,3,0,7,2,1,0,1,1,1,0,1
530,1,6,2,7,4,0,3,2,2,0,0,2,4,2,1,1,2,1,0,0,1
531,1,2,2,0,5,1,2,1,1,0,3,2,2,2,0,1,2,0,1,0,2
532,3,1,3,1,3,0,2,3,3,0,3,0,7,2,0,0,2,0,0,0,1
533,3,4,2,4,2,1,3,3,3,0,2,1,1,2,1,0,2,0,1,0,1
534,3,4,2,4,6,4,1,3,2,0,1,2,1,2,1,1,2,0,0,0,1
535,2,4,4,7,4,0,1,1,0,0,0,2,4,2,0,0,2,0,0,0,2
536,0,0,2,0,2,4,0,3,1,0,2,1,9,2,1,0,3,0,1,0,1
537,1,3,4,3,7,0,4,2,1,0,3,1,6,2,1,0,2,0,1,0,1
538,0,7,2,0,9,0,4,3,2,0,3,3,7,0,2,0,3,0,0,0,2
539,2,3,2,3,6,0,1,0,1,0,0,1,7,1,1,0,1,0,0,0,1
540,1,1,2,4,3,0,1,0,3,0,0,0,0,2,0,0,2,0,0,0,2
541,3,4,3,0,4,0,4,3,2,0,3,3,9,2,2,1,2,0,1,0,1
542,0,5,2,3,8,4,4,3,2,0,3,1,4,2,1,0,2,0,0,0,2
543,2,3,2,3,6,0,2,1,2,0,0,0,5,2,1,0,1,1,0,0,2
544,3,1,4,0,1,0,4,3,2,0,3,0,9,2,1,1,1,0,0,0,1
545,0,4,3,0,2,0,0,3,2,0,1,0,7,2,2,1,2,1,0,0,2
546,3,4,4,0,4,0,2,3,1,0,3,2,6,2,1,0,2,0,1,0,1
547,3,4,2,4,3,0,3,2,2,0,0,2,4,0,1,0,2,1,0,0,1
548,0,1,1,4,0,0,2,3,1,0,3,0,1,0,1,0,1,0,0,0,2
549,3,7,4,1,9,4,3,1,2,0,0,3,5,2,2,1,2,0,1,0,1
550,3,1,4,6,1,4,3,3,1,0,3,0,0,2,1,1,2,0,0,0,1
551,3,0,1,4,3,2,4,1,2,0,3,1,7,0,1,0,1,1,0,0,1
552,0,7,2,4,8,0,3,0,3,2,0,0,5,2,1,1,2,0,1,0,2
553,1,1,4,0,4,1,1,3,2,0,0,2,2,2,1,0,2,0,0,0,1
554,1,0,2,7,1,0,3,3,1,0,3,1,9,2,1,1,3,0,1,0,1
555,1,1,2,4,2,0,1,1,2,0,0,2,0,1,1,0,2,0,0,0,2
556,1,3,0,0,4,1,1,2,1,0,2,2,2,2,1,1,2,0,0,0,2
557,3,4,0,0,8,4,2,0,1,0,3,1,3,0,1,1,2,0,1,0,2
558,0,4,1,3,6,0,3,2,2,0,3,2,2,0,1,0,2,0,0,0,2
559,1,3,4,3,4,0,1,1,2,0,1,0,4,2,1,1,1,0,0,0,2
560,0,4,2,1,6,4,4,3,2,0,3,3,8,0,2,0,2,1,1,0,1
561,0,4,1,4,3,0,3,3,2,2,3,2,1,0,0,0,1,0,0,0,2
562,2,0,3,4,0,0,1,1,1,0,0,1,3,0,1,0,2,0,0,0,1
563,1,6,2,0,9,4,2,0,2,0,3,3,6,2,2,0,2,0,1,0,2
564,1,4,3,9,7,4,2,3,2,0,1,1,6,0,1,1,3,0,1,0,1
565,1,4,3,4,3,1,3,2,1,0,1,1,0,2,0,1,2,0,1,0,1
566,0,1,2,0,2,0,3,1,0,0,2,2,5,2,1,0,2,0,0,0,2
567,3,4,4,4,5,3,4,1,2,0,1,2,5,2,1,0,2,0,0,0,1
568,1,7,2,4,7,4,3,3,2,0,0,2,7,2,1,1,2,1,1,0,1
569,0,7,2,4,8,0,2,2,1,0,1,2,4,2,1,0,2,0,1,0,2
570,0,4,2,3,6,0,1,3,1,0,3,0,0,2,0,0,1,0,1,0,2
571,3,5,4,4,8,0,3,2,2,1,1,2,6,2,1,0,2,0,0,0,1
572,3,4,2,1,8,4,0,1,1,0,3,1,1,2,0,0,3,0,1,0,1
573,0,2,2,9,0,0,2,3,1,0,3,1,0,2,1,0,1,0,0,0,1
574,1,0,2,4,1,0,4,3,2,0,3,2,2,2,1,1,1,0,0,0,1
575,3,2,4,3,5,0,3,1,1,1,2,2,1,0,1,1,2,0,0,0,1
576,1,1,2,4,6,0,3,1,1,0,0,0,2,2,1,0,2,0,0,0,1
577,3,4,4,7,4,4,2,2,1,0,1,2,4,2,1,1,2,0,1,0,1
578,1,6,4,0,5,0,1,3,0,0,3,2,2,2,1,1,2,0,0,0,2
579,3,4,2,8,1,0,1,3,3,0,2,2,2,2,1,1,1,0,0,0,1
580,1,3,4,0,1,0,4,2,2,2,2,0,3,0,1,1,2,0,0,0,2
581,1,1,4,0,6,0,1,0,2,0,2,0,8,0,1,1,1,1,0,0,1
582,3,0,2,3,2,0,2,3,1,0,1,0,1,2,0,0,2,0,0,0,1
583,1,6,2,6,5,0,1,3,2,0,0,3,4,2,0,0,1,0,0,0,2
584,3,1,2,0,4,4,4,3,1,0,3,3,8,2,2,0,3,0,1,0,1
585,0,3,2,3,4,0,2,0,1,0,3,0,0,0,0,0,2,0,0,0,2
586,0,0,4,0,5,0,2,1,2,0,1,0,5,2,0,1,2,1,0,0,1
587,0,1,2,3,2,0,2,3,2,2,0,1,0,2,1,0,1,0,0,0,1
588,0,3,2,5,1,0,2,3,3,0,2,0,8,2,1,0,1,0,1,0,2
589,0,1,4,3,4,0,4,2,2,0,2,1,9,2,1,1,2,0,0,0,2
590,0,1,4,4,0,0,3,3,1,0,2,0,9,2,1,3,1,0,1,0,1
591,1,4,3,0,4,4,2,3,1,0,3,2,7,2,0,1,2,0,1,0,1
592,3,4,2,9,3,3,4,3,1,0,3,0,5,0,1,0,1,0,0,0,1
593,1,4,2,0,5,0,2,2,1,0,3,1,0,2,0,0,1,0,1,0,2
594,0,4,1,2,2,4,4,3,2,0,2,2,7,1,1,0,3,0,1,0,2
595,1,0,1,0,0,1,1,0,1,0,0,1,4,1,1,0,1,0,0,0,2
596,0,4,2,0,2,0,3,3,1,0,3,2,0,2,0,1,2,0,0,0,2
597,1,4,0,9,7,0,2,0,2,0,3,0,5,2,1,2,1,0,1,0,2
598,3,3,4,0,5,0,3,1,2,0,1,1,4,0,1,1,2,0,0,0,2
599,3,4,3,9,7,0,2,0,2,0,1,3,4,2,2,0,2,0,0,0,1
600,1,0,2,4,5,0,1,0,1,2,0,0,7,2,1,0,2,0,0,0,1
601,1,0,2,3,0,0,2,3,1,0,0,1,3,2,1,0,2,0,0,0,2
602,1,4,1,7,3,0,3,3,1,0,3,3,5,0,2,0,1,0,0,0,2
603,3,6,2,3,6,0,2,3,1,0,1,2,2,2,1,0,3,0,1,0,2
604,2,1,2,3,2,0,1,3,1,0,1,1,0,2,1,0,2,0,0,0,1
605,0,4,1,3,5,2,2,3,2,0,3,0,0,1,1,0,2,0,1,0,1
606,3,4,4,9,7,0,2,2,2,0,1,0,9,2,1,0,3,0,1,0,1
607,1,6,2,4,5,1,2,3,1,1,3,3,8,2,2,0,2,0,0,0,2
608,3,3,2,4,4,0,1,3,2,0,0,0,4,2,1,0,2,0,0,0,1
609,3,2,2,1,2,4,4,3,2,0,3,3,7,0,2,0,2,1,0,0,1
610,0,1,2,5,0,1,0,3,1,0,2,1,0,2,1,0,2,0,0,0,2
611,2,1,2,0,1,1,4,0,1,0,3,3,8,2,2,0,1,1,0,0,2
612,0,4,2,4,6,3,1,3,1,0,1,2,3,0,1,0,2,0,0,0,1
613,0,4,1,1,7,0,2,0,1,2,3,2,0,0,0,0,2,0,0,1,1
614,3,3,3,3,3,0,3,3,1,0,0,0,0,2,1,0,2,0,0,0,2
615,1,7,0,9,9,4,2,1,2,0,1,2,8,0,1,0,3,0,1,0,1
616,1,7,3,4,9,4,2,1,2,0,1,3,2,2,2,0,3,0,0,0,1
617,0,0,4,0,7,0,2,0,2,0,2,0,6,2,0,2,2,1,0,0,1
618,1,5,2,3,6,1,2,1,1,1,3,2,0,2,0,0,2,0,0,0,2
619,3,1,2,0,0,0,2,3,0,0,1,0,8,2,1,0,1,0,0,0,1
620,1,4,4,9,7,0,3,1,2,0,2,1,2,2,1,1,2,0,0,0,1
621,3,3,4,0,3,0,2,2,2,0,1,1,4,0,1,1,2,0,0,0,2
622,3,7,2,9,7,4,2,3,0,0,1,0,6,0,1,0,2,0,0,0,2
623,0,1,2,3,3,0,1,3,1,0,0,2,0,2,0,0,2,0,0,0,1
624,0,3,2,4,5,0,2,3,2,0,3,3,9,2,2,1,2,0,0,0,2
625,3,2,2,4,4,4,4,3,2,0,1,2,5,2,1,0,2,0,0,0,1
626,2,0,2,3,4,0,2,1,2,0,1,0,7,2,1,0,2,0,1,0,1
627,1,0,1,0,2,1,3,1,2,0,2,3,3,2,1,0,2,0,0,0,2
